"data","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","year","paper_key","volume","issue","autori"
"journal-article-10.2307_23602119","0.020301083","0","0","0","0","0.13408093","0","0","0","0.15032817","0","0","0","0","0","0.63713926","0","0","0","0","0","0","0","0.051766552","0","2003","A note on the evolution of inequality in Poland, 1992-99","27","5","Podkaminer&"
"journal-article-10.2307_23602122","0.16933233","0.47152466","0","0","0","0.063911505","0","0","0","0.13699676","0","0","0","0","0.12418177","0.016448772","0","0","0","0","0","0.017510325","0","0","0","2004","Global apparel production and sweatshop labour: can raising retail prices finance living wages?","28","2","Pollin&Burns&Heintz&"
"journal-article-10.2307_23602123","0","0","0","0.013031991","0","0","0","0","0.5450304","0","0","0.03159244","0","0","0.40394038","0","0","0","0","0","0","0","0","0","0","2004","Monetising the Classical Equations: a theory of circulation","28","2","Nell&"
"journal-article-10.2307_23602124","0","0","0","0","0","0","0","0","0.5810841","0","0","0","0","0","0","0","0","0","0","0","0","0.4170358","0","0","0","2004","Exchange rate indeterminacy in portfolio balance, Mundell—Fleming and uncovered interest rate parity models","28","2","Taylor&"
"journal-article-10.2307_23602125","0","0","0","0","0","0.21016988","0","0","0","0.29374412","0","0","0","0","0","0.16077413","0","0","0","0","0","0.19821848","0","0.13696453","0","2004","Global inequality and international trade","28","2","Ghose&"
"journal-article-10.2307_23602126","0","0","0","0","0","0.047742132","0","0","0","0.030772673","0","0","0","0","0","0","0","0","0","0","0","0.9155435","0","0","0","2004","Trade flows: a facet of regionalism or globalisation?","28","2","Chortareas&Pelagidis&"
"journal-article-10.2307_23602127","0","0","0","0","0.18562095","0","0","0","0","0","0","0.0225804","0","0.08928048","0","0","0.55444413","0","0","0","0","0","0","0","0.1479655","2004","The evolutionary firm and Cournot's Dilemma","28","2","Niman&"
"journal-article-10.2307_23602128","0","0","0","0","0","0","0","0","0","0","0","0","0.7178247","0","0","0","0","0","0","0","0","0","0","0","0.28191507","2004","Hayekian evolution reconsidered: a response to Caldwell","28","2","Hodgson&"
"journal-article-10.2307_23602129","0","0","0","0","0","0","0","0","0","0","0","0","0.83435524","0","0","0","0","0","0","0","0","0","0","0","0.1650255","2004","Hayekian evolution reconsidered: a reply to Hodgson","28","2","Caldwell&"
"journal-article-10.2307_23602130","0","0","0","0.46430936","0","0","0","0","0","0","0","0","0","0.23647058","0","0","0","0","0","0","0.24637315","0","0","0.052667215","0","2004","Fiscal federalism in Russia: a critique of the OECD proposals","28","2","Rosefielde&Vennikova&"
"journal-article-10.2307_23602133","0","0","0","0","0.26069823","0.7391653","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2004","Transnational corporations' strategies and foreign trade patterns in MERCOSUR countries in the 1990s","28","5","Chudnovsky&López&"
"journal-article-10.2307_23602134","0","0","0","0","0","0","0","0","0","0","0.12412241","0","0","0","0","0","0","0.16449119","0","0","0","0","0","0","0.7112067","2004","High pressure and black clouds: Keynes and the frequentist theory of probability","28","5","Baccini&"
"journal-article-10.2307_23602135","0","0.12021904","0","0.71863234","0.045655522","0","0","0","0.018753454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09660616","2004","The Schumpeterian role of financial innovations in the New Economy's business cycle","28","5","Leathers&Raines&"
"journal-article-10.2307_23602136","0.6192686","0","0","0","0.2566108","0","0","0","0","0.08583572","0","0.038169336","0","0","0","0","0","0","0","0","0","0","0","0","0","2004","Gender, piece rates and wages: evidence from matched employer—employee data","28","5","Jirjahn&Stephan&"
"journal-article-10.2307_23602137","0","0","0","0","0","0.07261025","0","0","0","0.07234737","0","0.37414494","0","0.017463282","0","0","0","0","0","0","0","0.46324605","0","0","0","2004","Structural economic dynamics: an alternative approach to North—South models","28","5","Araujo&Teixeira&"
"journal-article-10.2307_23602138","0","0","0.017360402","0.049403377","0.25708827","0","0","0","0.13434377","0.44493577","0.02963671","0","0","0","0.034812856","0","0","0","0","0","0","0","0.013268377","0","0","2004","Financialisation and the slowdown of accumulation","28","5","Stockhammer&"
"journal-article-10.2307_23602139","0.32011345","0","0","0","0","0","0","0","0.039661773","0.58288956","0","0","0","0","0","0","0","0.018699117","0","0","0.038524363","0","0","0","0","2004","Labour market reform and the macroeconomic efficiency of the labour market in Australia","28","5","Stegman&Stegman&"
"journal-article-10.2307_23602140","0.046397883","0","0","0","0.010639271","0.67435074","0","0","0","0.2684711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2004","De-industrialisation and the balance of payments in advanced economies","28","5","Rowthorn&Coutts&"
"journal-article-10.2307_23602143","0","0","0","0","0","0","0","0","0","0","0","0.02033289","0","0.71482897","0","0","0.25516924","0","0","0","0","0","0","0","0","2004","Towards a re-interpretation of the economics of feasible socialism","28","6","Lo&Smyth&"
"journal-article-10.2307_23602144","0","0","0","0.29246923","0","0","0","0","0","0","0.09427131","0","0.029892895","0","0","0","0","0","0","0","0.5590307","0.024225168","0","0","0","2004","The Asian crisis and the shaping of 'proper' economies","28","6","Vestergaard&"
"journal-article-10.2307_23602145","0","0.56413805","0","0","0.20188317","0","0","0","0","0.055612896","0","0","0","0","0","0","0.16056304","0","0","0","0","0","0","0.017658494","0","2004","Cooperation and the efficiency of regional R&D activities","28","6","Fritsch&"
"journal-article-10.2307_23602146","0","0.056524724","0","0.034700025","0.11667562","0","0","0","0","0","0","0.023955593","0","0.6098543","0","0","0.083247826","0.010568191","0","0","0.064410366","0","0","0","0","2004","The role of the state in evolutionary economics","28","6","Moreau&"
"journal-article-10.2307_23602147","0.018412793","0","0","0","0","0","0.084892705","0","0","0.7039918","0","0.10569301","0","0.055198822","0","0","0","0","0","0","0","0","0","0","0.027837418","2004","The conventional wage share vs. full employment: implications for the development of growth theory","28","6","Sedgley&Elmslie&"
"journal-article-10.2307_23602148","0","0","0","0","0","0","0.028007295","0","0.6978565","0","0.022622198","0.047285777","0","0","0.049575265","0","0","0.010962362","0.053615294","0","0","0","0.084346354","0","0","2004","Rate of profit and interest in a growth theory with endogenous money","28","6","Kurose&"
"journal-article-10.2307_23602149","0","0","0","0.16296136","0.05534519","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5783441","0","0.20322426","0","0","0","0","2004","Free banking and the stability of early joint-stock banking","28","6","Hickson&Turner&"
"journal-article-10.2307_23602150","0","0","0","0","0","0","0","0","0","0","0.99984515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2004","Situational analysis beyond 'single-exit' modelling","28","6","Neves&"
"journal-article-10.2307_23602151","0","0","0","0","0.23769104","0.60444725","0","0","0","0","0","0","0","0","0","0","0.059131145","0","0","0.036991","0","0","0","0.052965496","0","2004","Does WTO accession matter for the Chinese textile and clothing industry?","28","6","Yeung&Mok&"
"journal-article-10.2307_23602157","0","0.62590426","0","0","0.090609506","0","0","0","0","0","0.076886214","0","0","0.09911733","0","0","0.10737471","0","0","0","0","0","0","0","0","2005","What drives innovativeness in industrial clusters? Transcending the debate","29","4","Caniëls&Romijn&"
"journal-article-10.2307_23602158","0","0","0","0","0.8617349","0","0","0","0","0.07027059","0","0","0","0","0.041883722","0.025978917","0","0","0","0","0","0","0","0","0","2005","Profit maximisation vs. agency: an analysis of charitable giving by UK firms","29","4","Brammer&Millington&"
"journal-article-10.2307_23602159","0.3453484","0","0","0","0.046465836","0","0","0","0","0.5134687","0","0","0","0","0","0","0.04975229","0.018497424","0","0.026364567","0","0","0","0","0","2005","Is labour becoming more or less flexible? Changing dynamic behaviour and asymmetries of labour input in US manufacturing","29","4","Glosser&Golden&"
"journal-article-10.2307_23602160","0","0","0","0","0","0.07139281","0","0","0","0","0","0","0.034787565","0","0","0.015762879","0.8736112","0","0","0","0","0","0","0","0","2005","Puzzles in the economic institutions of capitalism: production coordination, contracting and work organisation in the Irish linen trade, 1750—1850","29","4","Brownlow&Geary&"
"journal-article-10.2307_23602161","0","0","0","0","0.16745628","0","0","0","0","0","0","0","0","0.30572492","0.30396348","0","0","0","0","0.07590019","0.14686999","0","0","0","0","2005","Environmental regulation: a value-theoretic and class-based analysis","29","4","Vlachou&"
"journal-article-10.2307_23602162","0","0","0","0","0.09298913","0","0.07983897","0","0","0","0","0.12216944","0","0.5568904","0","0","0","0.076630555","0","0","0","0","0","0","0.07136351","2005","The escape from conjectural variations: the consistency condition in duopoly theory from Bowley to Fellner","29","4","Giocoli&"
"journal-article-10.2307_23602163","0","0","0","0","0","0","0","0","0","0","0.6644239","0","0","0","0","0","0","0","0.33541653","0","0","0","0","0","0","2005","Sheila Dow's concept of dualism: clarification, criticism and development","29","4","Mearman&"
"journal-article-10.2307_23602164","0","0","0","0","0","0","0","0","0","0.14925648","0","0.1698594","0","0","0","0","0","0","0","0.5039579","0.025430538","0.14842407","0","0","0","2005","'Total factor productivity vs. realism' revisited: the case of the South Korean steel industry","29","4","Sato&"
"journal-article-10.2307_23602165","0","0","0","0","0","0","0","0","0","0.52246606","0","0","0","0","0.2638437","0","0","0","0","0","0","0.048928123","0.16294985","0","0","2005","A note on the statistical verification of Marx: comment on Cockshott and Cottrell","29","4","Podkaminer&"
"journal-article-10.2307_23602166","0","0","0","0","0","0","0","0","0","0.6866128","0","0.02762772","0","0","0","0","0","0","0","0","0","0.23479801","0","0.050191294","0","2005","The employment elasticity in manufacturing: a comment on Mazumdar","29","4","Felipe&Sipin&"
"journal-article-10.2307_23602167","0","0","0","0","0","0","0.11806867","0","0","0.67686635","0","0.03879401","0","0","0.05708511","0","0","0","0","0","0","0.07323643","0","0.035119046","0","2005","The employment elasticity in manufacturing: a rejoinder","29","4","Mazumdar&"
"journal-article-10.2307_23602170","0.010209703","0","0","0","0","0","0","0.060340755","0.28586558","0.09755119","0","0","0","0","0.37328464","0.056215346","0","0","0","0","0","0","0.11643233","0","0","2004","Social security in a Classical growth model","28","1","Michl&Foley&"
"journal-article-10.2307_23602171","0.08803079","0","0","0","0","0.09857503","0","0","0","0.14934587","0","0","0","0.02358054","0","0","0.07836265","0","0","0","0.49393585","0.06805753","0","0","0","2004","The economic case for international labour standards","28","1","Palley&"
"journal-article-10.2307_23602172","0","0.18170379","0","0","0","0","0","0","0.30735746","0.30466065","0","0","0","0","0","0","0","0.07686138","0","0","0","0","0","0.124244295","0","2004","Alternative indicators for predicting the probability of declining inflation: evidence from the US","28","1","Kang&Park&Ratti&"
"journal-article-10.2307_23602173","0.43412423","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.10843599","0","0","0","0.26197642","0","0","0","0.19531839","2004","Outsourcing and the provision of welfare-related services to unemployed youth in New Zealand","28","1","Strathdee&"
"journal-article-10.2307_23602174","0","0","0.025300289","0","0","0","0.101777695","0","0.60887384","0","0.09171732","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1722123","2004","Hicks on monetary theory and history: money as endogenous money","28","1","Fontana&"
"journal-article-10.2307_23602175","0","0","0","0","0","0","0.12148337","0","0","0","0","0.87816876","0","0","0","0","0","0","0","0","0","0","0","0","0","2004","Switches and fake switches in methods of production","28","1","Bidard&Klimovsky&"
"journal-article-10.2307_23602176","0","0","0","0","0","0","0.22777088","0","0","0.027496913","0","0.71504205","0","0","0","0","0","0.01504836","0","0","0","0.010391949","0","0","0","2004","The 40% neoclassical aggregate theory of production","28","1","Zambelli&"
"journal-article-10.2307_23602177","0","0","0","0","0","0","0.5654513","0","0","0","0","0.40044922","0","0","0.03388956","0","0","0","0","0","0","0","0","0","0","2004","On Sraffa's Standard commodity","28","1","Bellino&"
"journal-article-10.2307_23602178","0.07968846","0","0","0","0","0","0","0","0","0.15844733","0","0","0","0.07161688","0","0.27748963","0","0","0","0","0.353614","0.05901844","0","0","0","2004","Is globalisation undermining the welfare state?","28","1","Navarro&Schmitt&Astudillo&"
"journal-article-10.2307_23602181","0","0","0","0","0","0","0","0.018216811","0","0","0","0","0.14135255","0.20289296","0","0","0","0","0","0","0","0","0","0","0.6283904","2005","Memorialising George L. S. Shackle: a centennial tribute","29","2","Perlman&"
