chiave,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,year,title,volume,issue,autori
journal-article-10.2307_24231934,0,0,0,0.06487411,0,0,0.5338019,0.40127048,0,0,2010,"Defending Marshall's 'masterpiece': Ralph Souter's critique of Robbins' ""Essay""",34,3,Endres&Donoghue&
journal-article-10.2307_24231935,0,0,0,0,0.662037,0,0.29770562,0.040196184,0,0,2010,Alfred Marshall on big business,34,3,Kerstenetzky&
journal-article-10.2307_24231936,0,0,0,0,0,0,0.2873599,0,0.5236534, 0.18858005,2010,Comment: The nature of the ADAS model based on the ISLM model,34,3,Boyd&
journal-article-10.2307_24231937,0,0,0.4079479,0,0,0,0.591743,0,0,0,2010,Marx's reproduction schemes and the Keynesian multiplier: a reply to Sardoni,34,3,Trigg&Hartwig&
journal-article-10.2307_24231938,0,0,0.38134465,0,0,0,0.6180946,0,0,0,2010,A rejoinder to Trigg and Hartwig,34,3,Sardoni&
journal-article-10.2307_24231942,0,0,0.039688326,0,0.38377208,0.13141945,0,0.20849031,0.2353267,0,2010,Special issue: Corporate Accountability and Legal Liability: On the Future of Corporate Capitalism,34,5,
journal-article-10.2307_24231943,0,0,0.022458864,0.05777982,0.5825535,0.026626188,0.013079221,0.14384848,0.15362689,0,2010,Limited liability and the modern corporation in theory and in practice,34,5,Blankenburg&Plesch&Wilkinson&
journal-article-10.2307_24231944,0,0,0,0,0.762578,0,0,0.10735251,0.123156704,0,2010,"Limited liability, shareholder rights and the problem of corporate irresponsibility",34,5,Ireland&
journal-article-10.2307_24231945,0,0,0,0,0.16540927,0.2007369,0,0.53543127,0.09833704,0,2010,Limited liability and the wealth of 'uncivilised nations': Adam Smith and the limits to the European Enlightenment,34,5,Goodacre&
journal-article-10.2307_24231946,0,0,0.025171196,0.16637696,0.34532198,0,0.23739247,0,0.22568344,0,2010,"Corporate limited liability and Cambridge economics in the inter-war period: Robertson, Keynes and Sraffa",34,5,Arena&
journal-article-10.2307_24231947,0,0,0.07972238,0,0.26460996,0,0,0,0.6555505,0,2010,Corporate limited liability and the financial liabilities of firms,34,5,Toporowski&
journal-article-10.2307_24231948,0.040183455,0,0.016126147,0,0.395898,0.5246601,0,0.02308852,0,0,2010,"Globalisation, corporate legal liability and big business houses in India",34,5,Gupta&
journal-article-10.2307_24231949,0.023493614,0,0,0.0722431,0.83999157,0,0,0,0.06420283,0,2010,Limited liability and multinational enterprises: a case for reform?,34,5,Muchlinski&
journal-article-10.2307_24231950,0,0,0,0,0.3056399,0.11055022,0,0,0.5746398,0,2010,"Governance, regulation and financial market instability: the implications for policy",34,5,Konzelmann&Wilkinson&Fovargue-Davies&Sankey&
journal-article-10.2307_24231954,0.42245185,0,0,0,0.5657375,0,0,0,0, 0.011752808,2011,The provisions in a labour contract: technology and the market,35,3,Bessy&Szpiro&
journal-article-10.2307_24231955,0,0,0,0,0.9999082,0,0,0,0,0,2011,The nature of international integration and human resource policies in multinational companies,35,3,Edwards&
journal-article-10.2307_24231956,0.7512705,0,0,0,0,0,0,0,0.24506223,0,2011,Is there a link between quality of employment and indebtedness? the case of urban low-income households in Ecuador,35,3,Floro&Messier&
journal-article-10.2307_24231957,0,0,0,0,0.556586,0,0,0,0.1441906, 0.29915106,2011,Industrial research versus development investment: the implications of financial constraints,35,3,Czarnitzki&Hottenrott&Thorwarth&
journal-article-10.2307_24231958,0,0,0,0,0,0,0,0,0.024226576, 0.96792936,2011,Exploring the robustness of the balance of payments-constrained growth idea in a multiple good framework,35,3,Razmi&
journal-article-10.2307_24231959,0,0.06423856,0,0,0,0,0,0,0.2750447, 0.66062814,2011,Monetary policy and macroeconomic stability under alternative demand regimes,35,3,Proaño&Flaschel&Krolzig&Diallo&
journal-article-10.2307_24231960,0,0,0.47316974,0,0,0,0,0,0.40190768, 0.12487564,2011,Some instability puzzles in Kaleckian models of growth and distribution: a critical survey,35,3,Hein&Lavoie&van Treeck&
journal-article-10.2307_24231961,0,0.762191,0,0,0,0,0.2374637,0,0,0,2011,On constructing numeraire-free measures of price–value deviation: a note on the Steedman-Tomkins distance,35,3,Mariolis&Soklis&
journal-article-10.2307_24231962,0,0,0,0,0,0,0.8751604,0,0.029246919, 0.09551095,2011,Keynes' abominable Z-footnote,35,3,Ambrosi&
journal-article-10.2307_24231963,0,0,0.31274664,0,0,0,0.6786478,0,0,0,2011,Editorial note,35,3,
journal-article-10.2307_24231970,0,0,0,0.7401582,0,0,0,0.08872089,0.17105427,0,2011,"Cognition, market sentiment and financial instability",35,2,Dow&
journal-article-10.2307_24231971,0,0,0,0.7841859,0.024361573,0,0,0.19138049,0,0,2011,"Can neuroscience inform economics? Rationality, emotions and preference formation",35,2,Martins&
journal-article-10.2307_24231972,0.42604724,0,0,0,0.43021622,0,0,0,0, 0.14368488,2011,"Accounting for Creativity in the European Union: A multi-level analysis of individual competence, labour market structure, and systems of education and training",35,2,Lorenz&Lundvall&
journal-article-10.2307_24231973,0.97370327,0,0,0,0,0.026230885,0,0,0,0,2011,Working time trends and developments in Europe,35,2,Messenger&
journal-article-10.2307_24231974,0.055184305,0.59589326,0,0,0,0,0,0,0, 0.34883603,2011,Size and linkages of the Spanish construction industry: key sector or deformation of the economy?,35,2,Bielsa&Duarte&
journal-article-10.2307_24231975,0.046568554,0.025903163,0,0.5202318,0.026701568,0,0,0.37085766,0,0,2011,Situation as determinant of selection and valuation,35,2,Spread&
journal-article-10.2307_24231976,0,0,0.49142674,0,0,0,0.10545549,0,0.19514099, 0.20793575,2011,The role of aggregate demand in classical-Marxian models of economic growth,35,2,Dutt&
journal-article-10.2307_24231977,0,0,0,0,0.10852622,0.16991535,0,0,0.020811511, 0.7006901,2011,Global growth and international cooperation: a structuralist perspective,35,2,Cimoli&Porcile&
journal-article-10.2307_24231978,0,0.12519845,0,0,0.07814288,0,0.038713288,0,0, 0.75788164,2011,The deindustrialisation/tertiarisation hypothesis reconsidered: a subsystem application to the OECD7,35,2,Montresor&Marzetti&
journal-article-10.2307_24231979,0,0,0,0.5086041,0,0,0,0.08051156,0.045243815, 0.3655649,2011,Time to reject the privileging of economic theory over empirical evidence? A reply to Lawson,35,2,Juselius&
journal-article-10.2307_24231980,0.07099886,0,0,0,0,0,0,0,0.17369403, 0.7552451,2011,"Capital accumulation, labour market institutions and unemployment in the medium run",35,2,Stockhammer&Klär&
journal-article-10.2307_24232016,0,0.027746715,0,0,0.41465557,0,0,0.5575245,0,0,2010,Theorising technology,34,1,Faulkner&Lawson&Runde&
journal-article-10.2307_24232017,0,0.0453725,0,0,0.021556068,0,0,0.9329305,0,0,2010,"Technology, objects and things in Heidegger",34,1,Harman&
journal-article-10.2307_24232018,0.038049154,0.06855087,0,0,0.19370963,0.064763546,0.029128887,0.60572,0,0,2010,Reality and technology,34,1,Borgmann&
journal-article-10.2307_24232019,0,0.070142165,0,0.04344215,0.22569574,0,0.01047367,0.65018475,0,0,2010,Marxism and the critique of social rationality: from surplus value to the politics of technology,34,1,Feenberg&
journal-article-10.2307_24232020,0,0.3107426,0,0,0,0,0,0.6891412,0,0,2010,Engineering and the dual nature of technical artefacts,34,1,Kroes&
journal-article-10.2307_24232021,0,0,0,0,0.38864285,0,0,0.60741067,0,0,2010,How is technology made?—That is the question!,34,1,Bijker&
journal-article-10.2307_24232022,0.01565478,0,0,0,0.2682916,0.05812509,0,0.6578505,0,0,2010,On making infrastructure visible: putting the non-humans to rights,34,1,Pinch&
journal-article-10.2307_24232023,0,0.074099556,0,0,0.11326098,0,0,0.8057774,0,0,2010,The textility of making,34,1,Ingold&
journal-article-10.2307_24232024,0.021949569,0,0,0,0.35062617,0,0,0.62732327,0,0,2010,Archaeologies of technology,34,1,Dobres&
journal-article-10.2307_24232025,0,0.055973783,0,0.026408393,0.39088094,0,0,0.52661806,0,0,2010,What's special about human technology?,34,1,Aunger&
journal-article-10.2307_24232026,0,0,0,0,0.684024,0,0,0.31589496,0,0,2010,The sociomateriality of organisational life: considering technology in management research,34,1,Orlikowski&
journal-article-10.2307_24232027,0.2088733,0,0,0,0.38153982,0,0,0.40947285,0,0,2010,Feminist theories of technology,34,1,Wajcman&
journal-article-10.2307_24232028,0,0.15088916,0,0,0.44551596,0,0.25692892,0.14661516,0,0,2010,Technology and economic theory,34,1,Metcalfe&
journal-article-10.2307_24232029,0,0.051528566,0,0,0.8427925,0,0,0.10557638,0,0,2010,"On the nature of technologies: knowledge, procedures, artifacts and production inputs",34,1,Dosi&Grazzi&
journal-article-10.2307_24232030,0,0.20894246,0,0,0.7771512,0,0,0.013827035,0,0,2010,Technological revolutions and techno-economic paradigms,34,1,Perez&
journal-article-10.2307_24232031,0.012467143,0.28127953,0,0,0.23896717,0,0.27966455,0.18753673,0,0,2010,Technological change in Capitalism: some Marxian themes,34,1,Smith&
journal-article-10.2307_24232032,0,0,0,0,0.30554983,0,0,0.6943147,0,0,2010,"Clarence Ayres, technology, pragmatism and progress",34,1,Mayhew&
journal-article-10.2307_24232033,0,0,0,0,0,0,0.53457093,0,0.45500654,0,2010,Erratum: Controls on capital inflows and the transmission of external shocks,34,1,David&
journal-article-10.2307_24232036,0,0,0,0.1974191,0,0.028550051,0,0.050121535,0.7238369,0,2011,The relevance of Keynes,35,1,Skidelsky&
journal-article-10.2307_24232037,0.33828712,0,0,0,0.15910274,0,0.016962338,0.48560655,0,0,2011,Sketching a socio-economic model of labour markets,35,1,Fleetwood&
journal-article-10.2307_24232038,0.054733288,0,0,0,0,0.2564971,0,0,0, 0.6887007,2011,Could international labour rights play a role in US trade?,35,1,Weller&
journal-article-10.2307_24232039,0.83980036,0,0.019614447,0,0,0,0,0,0, 0.14052014,2011,Postponing maternity in Ireland,35,1,O'Donoghue&Meredith&O'Shea&
journal-article-10.2307_24232040,0.32066947,0,0,0,0.32961667,0,0,0,0, 0.34964108,2011,"Private sector employment growth, 1998–2004: a panel analysis of British workplaces",35,1,Bryson&Nurmi&
journal-article-10.2307_24232041,0,0,0.10137345,0.09392019,0,0,0.095186524,0.103989564,0.60548496,0,2011,Peering over the edge of the short period? The Keynesian roots of stock-flow consistent macroeconomic models,35,1,e Silva&Santos&
journal-article-10.2307_24232042,0,0,0.036796927,0,0.5614142,0,0,0,0.028266417, 0.37345758,2011,Macroeconomic conditions and the determinants of commercialisation,35,1,Jensen&Webster&
journal-article-10.2307_24232043,0.022186352,0.010955053,0,0,0.5503355,0,0,0,0, 0.4164778,2011,Co-determination and innovation,35,1,Kraft&Stank&Dewenter&
journal-article-10.2307_24232044,0,0.096442215,0,0,0.90348333,0,0,0,0,0,2011,Gatekeepers in regional networks of innovators,35,1,Graf&
journal-article-10.2307_24232045,0,0,0.24974242,0,0.29489246,0.36807662,0,0,0.07934079,0,2011,Eichnerian megacorp and investment behaviour of Russian corporations,35,1,Dzarasov&
journal-article-10.2307_24232046,0,0,0,0,0,0,0.97451514,0.025378328,0,0,2011,Sraffa and his arguments against 'marginism',35,1,Marcuzzo&Rosselli&
journal-article-10.2307_24232049,0.011762381,0,0,0,0.92471975,0,0,0,0, 0.057749756,2010,"Industrial districts, social cohesion and economic decline in Italy",34,6,Ramazzotti&
journal-article-10.2307_24232050,0,0,0,0,0,0.46178892,0,0,0.3178781, 0.22027384,2010,"Banks, regional development disparity and growth: evidence from Turkey",34,6,Önder&Özyildirim&
journal-article-10.2307_24232051,0,0,0,0,0.07165088,0,0,0.03672289,0, 0.8915399,2010,Is cumulative growth in manufacturing productivity slowing down in the EU12 regions?,34,6,Alexiadis&Tsagdis&
journal-article-10.2307_24232052,0,0,0,0,0,0.07245909,0,0,0, 0.9236317,2010,Real exchange rate and elasticity of labour supply in a balance-of-payments-constrained macrodynamics,34,6,Porcile&Lima&
journal-article-10.2307_24232053,0,0,0.01296505,0,0,0.1117802,0.11448756,0.7606972,0,0,2010,Critical realism and Russian economics,34,6,Dzarasov&
journal-article-10.2307_24232054,0,0,0.21898983,0,0.17321782,0.07867298,0.12841704,0.07700563,0, 0.32366344,2010,"Did Kaldor anticipate the New Economic Geography? Yes, but...",34,6,Bhattacharjea&
journal-article-10.2307_24232055,0.066658825,0,0,0,0.54753447,0,0,0,0, 0.38574797,2010,Board structure and executive pay: evidence from the UK,34,6,Guest&
journal-article-10.2307_24232056,0,0.4591151,0,0,0,0,0.5406636,0,0,0,2010,The dynamics of intensive cultivation,34,6,Bidard&
journal-article-10.2307_24232057,0.13118576,0,0.24514653,0.10830776,0,0,0,0.5148649,0,0,2010,Introduction to the symposium on post-Keynesian and feminist economics,34,6,van Staveren&Danby&
journal-article-10.2307_24232058,0.038828798,0,0.10073164,0,0,0.017185891,0,0.8009917,0.04220114,0,2010,Feminist and post-Keynesian economics: challenges and opportunities,34,6,Austen&Jefferson&
journal-article-10.2307_24232059,0.36591282,0,0.16992544,0.09899709,0,0,0,0.27197275,0.08904083,0,2010,Post-Keynesianism meets feminist economics,34,6,van Staveren&
journal-article-10.2307_24232060,0.23308899,0,0.086028054,0.29351196,0,0.025017612,0,0.36228245,0,0,2010,Gender and the stability of consumption: a feminist contribution to post-Keynesian economics,34,6,Charusheela&
journal-article-10.2307_24232061,0.14185168,0,0,0.23740506,0.066560134,0,0,0.49126473,0.06286661,0,2010,Interdependence through time: relationships in post-Keynesian thought and the care literature,34,6,Danby&
journal-article-10.2307_24232074,0,0,0,0,0.31998494,0,0,0.67993253,0,0,2010,Veblen on the machine process and technological change,34,4,Latsis&
journal-article-10.2307_24232075,0,0,0,0,0.712957,0.18334633,0,0,0.011726356, 0.09190961,2010,The impact of business group affiliation on performance: evidence from China's 'national champions',34,4,Guest&Sutherland&
journal-article-10.2307_24232076,0,0,0.014040022,0.43606228,0,0,0.055921134,0.4939067,0,0,2010,"Economics, psychology and the history of consumer choice theory",34,4,Hands&
journal-article-10.2307_24232077,0.19028726,0.049575645,0,0,0.16997689,0,0,0,0, 0.5900927,2010,Wage—size relation and the structure of work-force composition in Italian manufacturing firms,34,4,Bottazzi&Grazzi&
journal-article-10.2307_24232078,0,0,0,0.036039233,0,0.1453248,0,0,0.8185376,0,2010,The role of rating agencies in financial crises: event studies from the Asian flu,34,4,El-Shagi&
journal-article-10.2307_24232079,0,0,0.061662566,0.8647044,0.025810266,0.021544326,0.026243716,0,0,0,2010,Integrating social conflict into economic theory,34,4,Vahabi&
journal-article-10.2307_24232080,0,0,0,0.35743934,0,0,0.057381786,0,0.5851126,0,2010,"Uncertainty and money: Keynes, Tobin and Kahn and the disappearance of the precautionary demand for money from liquidity preference theory",34,4,de Carvalho&
journal-article-10.2307_24232081,0,0,0,0,0,0,0,0,0, 0.99992925,2010,"Distribution, aggregate demand and productivity growth: theory and empirical results for six OECD countries based on a post-Kaleckian model",34,4,Hein&Tarassow&
journal-article-10.2307_24232082,0,0.7299824,0,0,0,0,0.2201096,0,0.049836874,0,2010,Capital and interest in horizontal innovation models,34,4,Park&
journal-article-10.2307_24232083,0.7105114,0,0,0,0,0,0,0,0.26250196, 0.026915519,2010,Household vulnerability estimates of Roma in Southeast Europe,34,4,Milcher&
journal-article-10.2307_24232084,0,0,0,0.08575998,0,0,0,0.90158516,0,0,2010,How monist is heterodoxy?,34,4,De Langhe&
journal-article-10.2307_24232085,0,0,0.0669812,0,0,0,0.33855468,0,0.5943856,0,2010,"The loanable funds fallacy: saving, finance and equilibrium",34,4,Hayes&
journal-article-10.2307_24232377,0.023993371,0,0,0.06388382,0.0427261,0.24005671,0,0,0.629284,0,2012,Making the same mistake again—or is this time different?,36,1,King&Kitson&Konzelmann&Wilkinson&
journal-article-10.2307_24232378,0.08051976,0,0,0,0.026685819,0.066996336,0,0,0.7547855, 0.0709717,2012,Financial crisis and global imbalances: its labour market origins and the aftermath,36,1,Tridico&
journal-article-10.2307_24232379,0,0,0,0.67726725,0.17388597,0,0,0,0.14879182,0,2012,"Dangerous interconnectedness: economists' conflicts of interest, ideology and financial crisis",36,1,Carrick-Hagenbarth&Epstein&
journal-article-10.2307_24232380,0,0,0,0.25117308,0,0.15936758,0,0.075968966,0.5134179,0,2012,Contradictions of austerity,36,1,Callinicos&
journal-article-10.2307_24232381,0.120298356,0,0.09091024,0,0,0.3629699,0,0,0.42578486,0,2012,The great austerity war: what caused the US deficit crisis and who should pay to fix it?,36,1,Crotty&
journal-article-10.2307_24232382,0.70725566,0,0,0.09683392,0.02621145,0.042452253,0,0,0.1272143,0,2012,The end of the UK's liberal collectivist social model? The implications of the coalition government's policy during the austerity crisis,36,1,Grimshaw&Rubery&
journal-article-10.2307_24232383,0.013830931,0,0,0.24247736,0.025098026,0.42608008,0,0,0.2924695,0,2012,"Iceland's rise, fall, stabilisation and beyond",36,1,Wade&Sigurgeirsdottir&
